security_id,symbol,timestamps,session_id,segment_id,open,high,low,close,volume,amount,amount_source
UPCOM_LTG,LTG,2018-08-09 09:00:00,0,0,20.23,20.23,19.67,19.67,3930.0,78403.50000000001,derived_ohlc4
UPCOM_LTG,LTG,2018-08-10 09:00:00,1,0,19.61,20.38,19.36,20.38,59600.0,1187976.9999999998,derived_ohlc4
UPCOM_LTG,LTG,2018-08-13 09:00:00,2,0,20.18,20.18,19.87,19.87,15980.0,319999.50000000006,derived_ohlc4
UPCOM_LTG,LTG,2018-08-14 09:00:00,3,0,19.87,19.97,19.77,19.97,92750.0,1845261.25,derived_ohlc4
UPCOM_LTG,LTG,2018-08-15 09:00:00,4,0,19.92,20.38,19.92,20.38,91840.0,1850575.9999999998,derived_ohlc4
UPCOM_LTG,LTG,2018-08-16 09:00:00,5,0,20.12,20.33,20.07,20.18,33960.0,685143.0,derived_ohlc4
UPCOM_LTG,LTG,2018-08-17 09:00:00,6,0,20.28,20.89,20.23,20.43,73000.0,1493397.5000000002,derived_ohlc4
UPCOM_LTG,LTG,2018-08-20 09:00:00,7,0,20.63,20.89,20.43,20.43,95677.0,1970467.815,derived_ohlc4
UPCOM_LTG,LTG,2018-08-21 09:00:00,8,0,20.63,20.79,20.38,20.38,33700.0,692366.4999999999,derived_ohlc4
UPCOM_LTG,LTG,2018-08-22 09:00:00,9,0,20.38,20.48,20.28,20.28,25740.0,523937.7,derived_ohlc4
UPCOM_LTG,LTG,2018-08-23 09:00:00,10,0,20.33,20.33,19.87,19.87,29850.0,599985.0,derived_ohlc4
UPCOM_LTG,LTG,2018-08-24 09:00:00,11,0,20.18,20.18,20.07,20.12,7620.0,153447.75,derived_ohlc4
UPCOM_LTG,LTG,2018-08-27 09:00:00,12,0,20.07,20.28,19.82,19.87,70500.0,1410705.0,derived_ohlc4
UPCOM_LTG,LTG,2018-08-28 09:00:00,13,0,20.07,20.07,19.72,19.77,10120.0,201463.9,derived_ohlc4
UPCOM_LTG,LTG,2018-08-29 09:00:00,14,0,19.87,20.02,19.56,19.56,16510.0,326113.775,derived_ohlc4
UPCOM_LTG,LTG,2018-08-30 09:00:00,15,0,19.67,19.82,19.56,19.72,12570.0,247534.72499999998,derived_ohlc4
UPCOM_LTG,LTG,2018-08-31 09:00:00,16,0,19.61,19.82,19.61,19.77,12223.0,240823.6575,derived_ohlc4
UPCOM_LTG,LTG,2018-09-04 09:00:00,17,0,19.87,19.87,19.51,19.51,4707.0,92680.83,derived_ohlc4
UPCOM_LTG,LTG,2018-09-05 09:00:00,18,0,19.51,19.56,19.26,19.36,28570.0,554900.825,derived_ohlc4
UPCOM_LTG,LTG,2018-09-06 09:00:00,19,0,19.31,19.46,19.31,19.36,3040.0,58854.4,derived_ohlc4
UPCOM_LTG,LTG,2018-09-07 09:00:00,20,0,19.46,19.46,19.26,19.26,54200.0,1049312.0000000002,derived_ohlc4
UPCOM_LTG,LTG,2018-09-10 09:00:00,21,0,19.31,19.31,19.21,19.26,13400.0,258251.5,derived_ohlc4
UPCOM_LTG,LTG,2018-09-11 09:00:00,22,0,19.36,19.61,19.21,19.26,23610.0,457089.6,derived_ohlc4
UPCOM_LTG,LTG,2018-09-12 09:00:00,23,0,19.31,19.36,19.16,19.16,30950.0,595710.125,derived_ohlc4
UPCOM_LTG,LTG,2018-09-13 09:00:00,24,0,19.11,19.26,19.11,19.11,16100.0,308274.75,derived_ohlc4
UPCOM_LTG,LTG,2018-09-14 09:00:00,25,0,19.05,19.16,18.85,18.85,68300.0,1296163.25,derived_ohlc4
UPCOM_LTG,LTG,2018-09-17 09:00:00,26,0,18.8,18.9,18.49,18.49,43700.0,815878.9999999999,derived_ohlc4
UPCOM_LTG,LTG,2018-09-18 09:00:00,27,0,19.82,19.82,18.6,18.65,67700.0,1301363.25,derived_ohlc4
UPCOM_LTG,LTG,2018-09-19 09:00:00,28,0,19.0,19.36,18.65,18.65,57200.0,1081938.0,derived_ohlc4
UPCOM_LTG,LTG,2018-09-20 09:00:00,29,0,18.8,19.11,18.8,18.85,174800.0,3301972.0,derived_ohlc4
UPCOM_LTG,LTG,2018-09-21 09:00:00,30,0,18.9,19.31,18.9,19.11,10420.0,198553.1,derived_ohlc4
UPCOM_LTG,LTG,2018-09-24 09:00:00,31,0,19.26,19.46,19.16,19.46,33340.0,644628.9,derived_ohlc4
UPCOM_LTG,LTG,2018-09-25 09:00:00,32,0,19.41,19.46,19.26,19.36,31529.0,610795.5525000001,derived_ohlc4
UPCOM_LTG,LTG,2018-09-26 09:00:00,33,0,19.26,19.41,19.11,19.36,28710.0,553672.35,derived_ohlc4
UPCOM_LTG,LTG,2018-09-27 09:00:00,34,0,19.87,19.87,19.36,19.36,41070.0,805588.05,derived_ohlc4
UPCOM_LTG,LTG,2018-09-28 09:00:00,35,0,19.87,19.87,19.51,19.56,31325.0,617180.8125,derived_ohlc4
UPCOM_LTG,LTG,2018-10-01 09:00:00,36,0,19.77,19.77,19.31,19.31,10560.0,206342.4,derived_ohlc4
UPCOM_LTG,LTG,2018-10-02 09:00:00,37,0,19.31,19.46,19.21,19.46,18785.0,363677.6,derived_ohlc4
UPCOM_LTG,LTG,2018-10-03 09:00:00,38,0,19.36,19.67,19.36,19.36,19900.0,386806.25,derived_ohlc4
UPCOM_LTG,LTG,2018-10-04 09:00:00,39,0,19.56,19.61,19.31,19.36,25970.0,505376.2,derived_ohlc4
UPCOM_LTG,LTG,2018-10-05 09:00:00,40,0,19.56,19.61,19.26,19.26,24539.0,476608.7275000001,derived_ohlc4
UPCOM_LTG,LTG,2018-10-08 09:00:00,41,0,19.36,19.46,19.21,19.41,24920.0,482451.2,derived_ohlc4
UPCOM_LTG,LTG,2018-10-09 09:00:00,42,0,19.46,19.46,18.85,19.26,1395.0,26864.2125,derived_ohlc4
UPCOM_LTG,LTG,2018-10-10 09:00:00,43,0,19.21,19.31,19.11,19.11,25500.0,489217.49999999994,derived_ohlc4
UPCOM_LTG,LTG,2018-10-11 09:00:00,44,0,18.85,18.95,18.6,18.6,21917.0,410943.75,derived_ohlc4
UPCOM_LTG,LTG,2018-10-12 09:00:00,45,0,18.7,18.8,18.55,18.7,19530.0,364966.875,derived_ohlc4
UPCOM_LTG,LTG,2018-10-15 09:00:00,46,0,18.7,18.7,18.39,18.6,21619.0,402059.3525,derived_ohlc4
