time,open,high,low,close,volume
2018-08-09 07:00:00,13.22,14.02,13.04,13.76,45000
2018-08-10 07:00:00,13.84,13.84,13.58,13.84,11010
2018-08-13 07:00:00,13.66,13.84,13.58,13.66,17800
2018-08-14 07:00:00,13.66,13.94,13.58,13.58,24110
2018-08-15 07:00:00,13.94,13.94,13.66,13.66,8200
2018-08-16 07:00:00,13.76,13.84,13.76,13.84,5000
2018-08-17 07:00:00,14.12,14.12,13.66,13.66,8100
2018-08-20 07:00:00,13.76,13.94,13.66,13.94,11700
2018-08-21 07:00:00,13.48,13.76,13.48,13.76,700
2018-08-22 07:00:00,14.12,14.12,13.48,13.94,3800
2018-08-23 07:00:00,13.94,13.94,13.76,13.94,10100
2018-08-24 07:00:00,14.56,14.56,13.94,14.02,1000
2018-08-27 07:00:00,14.29,14.29,13.76,14.12,3100
2018-08-28 07:00:00,13.76,13.76,13.48,13.76,13700
2018-08-29 07:00:00,13.48,13.48,13.48,13.48,2300
2018-08-30 07:00:00,13.48,13.48,13.48,13.48,1600
2018-08-31 07:00:00,13.48,13.48,13.4,13.4,6400
2018-09-04 07:00:00,13.48,13.58,13.48,13.58,10000
2018-09-05 07:00:00,13.4,13.58,13.4,13.48,5700
2018-09-06 07:00:00,13.48,13.48,13.48,13.48,2490
2018-09-07 07:00:00,13.48,13.48,13.48,13.48,3500
2018-09-10 07:00:00,12.59,13.58,12.59,13.58,5500
2018-09-11 07:00:00,13.48,13.48,13.48,13.48,300
2018-09-12 07:00:00,13.48,13.48,13.48,13.48,3000
2018-09-13 07:00:00,13.13,13.4,12.23,13.13,21700
2018-09-14 07:00:00,13.48,13.48,13.48,13.48,200
2018-09-17 07:00:00,13.04,13.4,13.04,13.4,3700
2018-09-18 07:00:00,13.31,14.29,12.59,12.59,37800
2018-09-19 07:00:00,13.31,13.94,12.86,13.94,7000
2018-09-20 07:00:00,13.94,14.12,13.22,14.12,32800
2018-09-21 07:00:00,13.48,15.46,13.22,15.46,72600
2018-09-24 07:00:00,15.91,16.36,15.91,16.36,21090
2018-09-25 07:00:00,16.36,17.53,16.36,17.26,67100
2018-09-26 07:00:00,17.08,17.98,17.08,17.89,42710
2018-09-27 07:00:00,17.53,18.25,17.44,17.98,25500
2018-09-28 07:00:00,17.89,17.98,17.71,17.71,50800
2018-10-01 07:00:00,17.8,20.23,17.53,19.78,103800
2018-10-02 07:00:00,19.78,20.14,18.88,20.05,111200
2018-10-03 07:00:00,19.69,19.78,19.69,19.69,6000
2018-10-04 07:00:00,19.69,19.69,18.88,19.6,68400
2018-10-05 07:00:00,19.33,19.33,18.34,18.61,2300
2018-10-08 07:00:00,16.63,17.8,16.63,17.8,2300
2018-10-09 07:00:00,18.97,18.97,16.63,18.07,27500
2018-10-10 07:00:00,18.16,18.16,17.62,18.07,20445
2018-10-11 07:00:00,17.08,17.8,16.63,17.8,11000
2018-10-12 07:00:00,17.53,17.71,17.26,17.71,10300
2018-10-15 07:00:00,17.62,17.62,17.53,17.53,2900
2018-10-16 07:00:00,17.44,17.44,17.26,17.26,8100
2018-10-17 07:00:00,17.35,18.25,16.63,18.25,18800
2018-10-18 07:00:00,17.44,18.16,17.26,17.26,1500
2018-10-19 07:00:00,17.62,17.62,17.26,17.44,9900
2018-10-22 07:00:00,17.98,17.98,17.98,17.98,100
2018-10-23 07:00:00,17.8,19.06,17.8,17.8,40845
2018-10-24 07:00:00,17.26,17.26,17.26,17.26,1000
2018-10-25 07:00:00,17.8,17.89,17.8,17.89,18300
2018-10-26 07:00:00,17.35,17.53,17.35,17.35,1700
2018-10-29 07:00:00,17.44,17.89,17.26,17.26,20800
2018-10-30 07:00:00,17.08,17.53,17.08,17.53,1200
2018-10-31 07:00:00,17.26,18.43,17.26,18.43,10300
2018-11-01 07:00:00,17.53,17.53,17.53,17.53,2200
2018-11-05 07:00:00,17.53,17.53,17.26,17.26,11600
2018-11-06 07:00:00,17.26,17.35,17.08,17.08,6700
2018-11-07 07:00:00,17.53,17.98,17.53,17.71,31100
2018-11-08 07:00:00,17.8,17.98,17.8,17.98,1000
2018-11-09 07:00:00,17.89,17.98,17.62,17.62,34100
2018-11-12 07:00:00,17.89,17.89,17.35,17.89,30200
2018-11-13 07:00:00,17.71,17.71,17.71,17.71,300
2018-11-14 07:00:00,17.8,17.8,17.53,17.53,900
2018-11-15 07:00:00,17.98,18.16,16.9,16.9,36800
2018-11-16 07:00:00,17.08,17.98,17.08,17.98,12900
2018-11-20 07:00:00,17.62,17.62,17.62,17.62,100
2018-11-21 07:00:00,17.89,17.98,17.89,17.98,8200
2018-11-22 07:00:00,17.53,17.98,17.44,17.98,15000
2018-11-28 07:00:00,17.98,18.88,17.98,18.88,1000
2018-11-29 07:00:00,18.25,19.42,18.25,19.42,15100
2018-11-30 07:00:00,19.78,19.78,18.97,19.33,11200
2018-12-03 07:00:00,19.6,20.23,19.6,19.96,18800
2018-12-04 07:00:00,19.78,20.23,18.34,20.23,31400
2018-12-05 07:00:00,19.96,20.32,19.96,20.32,10000
2018-12-06 07:00:00,18.97,20.23,18.52,20.23,33800
2018-12-07 07:00:00,19.78,20.14,19.78,20.14,30700
2018-12-10 07:00:00,20.14,20.23,20.14,20.23,11000
2018-12-11 07:00:00,20.23,20.5,19.78,20.5,45300
2018-12-12 07:00:00,20.41,20.68,20.23,20.68,31000
2018-12-13 07:00:00,20.68,20.95,20.5,20.95,48700
2018-12-14 07:00:00,20.68,21.13,20.68,21.13,45400
2018-12-17 07:00:00,20.86,20.95,20.68,20.95,32400
